,ndc,rxcui,ingredient_rxcui
85561,58177004804,349013,
85562,58177004904,546531,
85563,58177005004,809232,
85564,58177006109,830861,3443
85565,58177006111,830861,3443
85566,58177006119,830861,3443
85567,58177006126,830861,3443
85568,58177006209,830845,3443
85569,58177006211,830845,3443
85570,58177006219,830845,3443
85571,58177006226,830845,3443
85572,58177006309,830837,3443
85573,58177006311,830837,3443
85574,58177006319,830837,3443
85575,58177006326,830837,3443
85576,58177006409,830801,3443
85577,58177006411,830801,3443
85578,58177006419,830801,3443
85579,58177006426,830801,3443
85580,58177006509,830795,3443
85581,58177006511,830795,3443
85582,58177006519,830795,3443
85583,58177006526,830795,3443
85584,58177006619,831359,3443
85585,58177006626,831359,3443
85586,58177007304,602917,
85587,58177007704,404643,
85588,58177007804,,
85589,58177007819,539680,
85590,58177007904,539649,
85591,58177009104,197397,18993
85592,58177009108,197397,18993
85593,58177009111,197397,18993
85594,58177009204,283417,18993
85595,58177009504,539706,
85596,58177009519,539706,
85597,58177009604,540523,
85598,58177020104,311196,6057
85599,58177020204,198116,8591
85600,58177020208,198116,8591
85601,58177020209,198116,8591
85602,58177020211,198116,8591
85603,58177020504,205655,
85604,58177020804,206142,
85605,58177021204,603309,
85606,58177021211,603309,
85607,58177021304,209192,
85608,58177021404,347165,
85609,58177021604,797463,1897
85610,58177021604,797463,4511
85611,58177021604,797463,11246
85612,58177021604,797463,11256
85613,58177021604,797463,6582
85614,58177021604,797463,10454
85615,58177021604,797463,11423
85616,58177021604,797463,1151
85617,58177021604,797463,24941
85618,58177021604,797463,11248
85619,58177021604,797463,7891
85620,58177021604,797463,9346
85621,58177021604,797463,7405
85622,58177021604,797463,21837
85623,58177021604,797463,42954
85624,58177021604,797463,1588
85625,58177021611,797654,
85626,58177022204,317110,6057
85627,58177022208,317110,6057
85628,58177022211,317110,6057
85629,58177022212,317110,6057
85630,58177022304,995450,5032
85631,58177022304,995450,2670
85632,58177022504,602717,
85633,58177022704,213770,
85634,58177023704,1046770,153970
85635,58177023804,353538,6057
85636,58177023808,353538,6057
85637,58177023811,353538,6057
85638,58177023812,353538,6057
85639,58177025504,1046982,153970
85640,58177025704,602716,
85641,58177025711,602716,
85642,58177025804,699889,
85643,58177025811,699889,
85644,58177026404,866094,1827
85645,58177026408,866094,1827
85646,58177026504,866083,1827
85647,58177026508,866083,1827
85648,58177026522,866083,1827
85649,58177026604,197625,49276
85650,58177026608,197625,49276
85651,58177026704,197626,49276
85652,58177026708,197626,49276
85653,58177026804,197627,49276
85654,58177026808,197627,49276
85655,58177026904,197628,49276
85656,58177026908,197628,49276
85657,58177027404,1047905,153970
85658,58177027504,603148,
85659,58177027511,603148,
85660,58177029204,667384,
85661,58177029211,667384,
85662,58177029304,866427,6918
85663,58177029309,866427,6918
85664,58177029311,866427,6918
85665,58177029804,897696,3423
85666,58177029811,897696,3423
85667,58177029904,897702,3423
85668,58177029911,897702,3423
85669,58177030104,834022,35827
85670,58177030204,603103,7258
85671,58177030304,311915,7258
85672,58177030804,212409,
85673,58177030904,866018,1827
85674,58177030908,866018,1827
85675,58177031004,891881,7052
85676,58177031104,884386,3288
85677,58177031204,884385,3288
85678,58177031304,892582,7052
85679,58177031404,892672,7052
85680,58177031504,1049621,7804
85681,58177031511,1049621,7804
85682,58177031604,603311,
85683,58177031705,602718,
85684,58177032004,891888,7052
85685,58177032304,207330,
85686,58177032404,207345,
85687,58177032418,207345,
85688,58177032504,207360,
85689,58177032804,699889,
85690,58177032811,699889,
85691,58177032904,602723,
85692,58177033004,891893,7052
85693,58177033104,861424,8754
85694,58177033111,861424,8754
85695,58177033204,861427,8754
85696,58177033304,861430,8754
85697,58177034004,891874,7052
85698,58177034104,898723,18867
85699,58177034204,898687,18867
85700,58177034208,898687,18867
85701,58177034304,898690,18867
85702,58177034308,898690,18867
85703,58177034404,898719,18867
85704,58177034408,898719,18867
85705,58177035020,602522,
85706,58177035026,602522,
85707,58177035126,603872,
85708,58177035804,866419,6918
85709,58177035809,866419,6918
85710,58177036322,104894,26225
85711,58177036422,312087,26225
85712,58177036456,312087,26225
85713,58177036804,866412,6918
85714,58177036809,866412,6918
85715,58177036811,866412,6918
85716,58177036904,866436,6918
85717,58177036909,866436,6918
85718,58177036911,866436,6918
85719,58177037304,349393,
85720,58177037504,602526,
85721,58177037626,602724,
85722,58177038004,892646,7052
85723,58177038304,308989,2019
85724,58177038304,308989,6375
85725,58177041304,343043,
85726,58177041504,602526,
85727,58177041604,351540,
85728,58177041608,351540,
85729,58177041820,892396,
85730,58177041826,892396,
85731,58177042304,1046985,153970
85732,58177042604,404365,
85733,58177043240,539893,
85734,58177043309,539903,
85735,58177043340,539903,
85736,58177043409,540237,
85737,58177043440,540237,
85738,58177043804,404384,
85739,58177043904,602533,
85740,58177044004,359542,11248
85741,58177044004,359542,4511
85742,58177044004,359542,42954
85743,58177044404,404605,
85744,58177044504,1049611,7804
85745,58177044604,1049618,7804
85746,58177044904,897710,3423
85747,58177045826,628596,
85748,58177046104,1049683,7804
85749,58177046204,1049686,7804
85750,58177046326,603873,
85751,58177047804,360074,
85752,58177053626,308136,17767
85753,58177053707,197361,17767
85754,58177053711,197361,17767
85755,58177053726,197361,17767
85756,58177053811,308135,17767
85757,58177053826,308135,17767
85758,58177061866,692725,
85759,58177062004,897696,3423
85760,58177062011,897696,3423
85761,58177062104,897702,3423
85762,58177062111,897702,3423
85763,58177062504,1049621,7804
85764,58177062511,1049621,7804
85765,58177066704,315183,8591
85766,58177066708,315183,8591
85767,58177067019,803643,
85768,58177067126,802506,
85769,58177067226,802063,
85770,58177067704,1049502,7804
85771,58177067904,1049563,7804
85772,58177068104,1049584,7804
85773,58177068304,1049599,7804
85774,58177080102,197795,5509
85775,58177080202,197795,5509
85776,58177080302,310870,5492
85777,58177080302,310870,3435
85778,58177080402,604418,
85779,58177080601,895987,41126
85780,58177080602,895987,41126
85781,58177080603,895987,41126
85782,58177081602,359009,
85783,58177083537,352275,
85784,58177083803,831717,
85785,58177083945,646456,7597
85786,58177083946,646456,7597
85787,58177083961,646456,7597
85788,58177086802,200304,
85789,58177087707,755202,
85790,58177087712,755202,
85791,58177088007,754955,
85792,58177088107,856915,
85793,58177088112,856915,
85794,58177088307,755208,
85795,58177088601,892625,7052
85796,58177088603,892625,7052
85797,58177088605,892625,7052
85798,58177088656,892625,7052
85799,58177088657,892625,7052
85800,58177088880,892625,7052
85801,58177088981,892625,7052
85802,58177089007,310832,
85803,58177090607,212992,
85804,58177090907,857099,161
85805,58177090907,857099,5489
85806,58177091005,283077,8638
85807,58177091007,283077,8638
85808,58177091203,312614,8638
85809,58177091401,607629,
85810,58177091456,607629,
85811,58177091507,351908,
85812,58177091607,351907,
85813,58177091807,351851,
85814,58177092007,545433,
85815,58177092307,404417,
85816,58177092407,352281,
85817,58177092507,404418,
85818,58177092607,755000,
85819,58177092707,755675,
85820,58177092805,543799,
85821,58177092865,308696,1418
85822,58177092965,142034,1418
85823,58177093205,283077,8638
85824,58177093526,602533,
85825,58177095407,755386,
85826,58177096726,260562,
85827,58178001703,108856,
85828,58181303005,197894,6466
85829,58181303105,197896,6466
85830,58181303205,197895,6466
85831,58181304005,1545776,6466
85832,58181304105,1545780,6466
85833,58181304205,1545778,6466
85834,58181304305,1720737,6466
85835,58204000400,2002999,
85836,58204000401,2002994,
85837,58204000409,2002998,
85838,58223051724,1098924,9873
85839,58223067401,313036,9873
85840,58223067404,313036,9873
85841,58223067501,198215,9873
85842,58223067504,198215,9873
85843,58223067601,313043,9873
85844,58223067604,315213,9873
85845,58223067701,347099,
85846,58223067801,313036,9873
85847,58223067901,315213,9873
85848,58223067904,315213,9873
85849,58223068424,1098924,9873
85850,58223068430,284494,
85851,58232007211,260502,11423
85852,58232040331,212240,1291
85853,58232040331,212240,8536
85854,58238021104,631591,
85855,58238021201,631591,
85856,58238021304,631586,
85857,58238021401,631586,
85858,58238021604,1245722,3289
85859,58238021604,1245722,1767
85860,58238021604,1245722,8896
85861,58238022504,1298433,3289
85862,58238022504,1298433,8896
85863,58238022504,1298433,22697
85864,58238022804,1435143,8896
85865,58238022804,1435143,3289
85866,58238022804,1435143,5032
85867,58281056001,805678,1292
85868,58281056002,805678,1292
85869,58281056102,1666623,1292
85870,58281056301,1666620,1292
85871,58281056302,1666620,1292
85872,58298015012,207745,
85873,58298015024,207745,
85874,58298049816,,
85875,58337000301,762602,762595
85876,58394000101,826011,
85877,58394000105,826015,
85878,58394000106,826015,
85879,58394000201,772499,
85880,58394000206,826011,
85881,58394000301,826023,
85882,58394000306,826023,
85883,58394000401,213128,139994
85884,58394000408,213128,139994
85885,58394000502,795122,
85886,58394000504,1368124,
85887,58394000602,1368122,
85888,58394000604,1368122,
85889,58394000702,1368295,
85890,58394000704,1368295,
85891,58394000802,826019,
85892,58394000803,826019,
85893,58394001102,584551,
85894,58394001104,1368289,
85895,58394001201,1718996,4257
85896,58394001301,1718996,4257
85897,58394001401,1718996,4257
85898,58394001501,1718996,4257
85899,58394001603,1720166,4257
85900,58394002203,1720166,4257
85901,58394002303,1720166,4257
85902,58394002403,1720166,4257
85903,58394002503,1720166,4257
85904,58394063303,1666317,4249
85905,58394063403,1666317,4249
85906,58394063503,1666317,4249
85907,58394063603,1666317,4249
85908,58394063703,1666317,4249
85909,58406000101,213395,69634
85910,58406003204,1653225,214555
85911,58406005030,213395,69634
85912,58406042534,261105,214555
85913,58406042541,261105,214555
85914,58406043501,802652,214555
85915,58406043504,802652,214555
85916,58406044501,1653225,214555
85917,58406044504,1653225,214555
85918,58406045501,809159,214555
85919,58406045504,809159,214555
85920,58406045601,2182340,214555
85921,58406045604,2182340,214555
85922,58406061190,754890,99
85923,58406061261,211465,99
85924,58406062462,197863,6313
85925,58406062467,197863,6313
85926,58406062674,197861,6313
85927,58406068114,311627,
85928,58406068117,311627,
85929,58406068315,311627,
85930,58406068316,311627,
85931,58407001201,1536140,
85932,58407002530,1366500,2354
85933,58407003401,404407,
85934,58407009101,856966,
85935,58407012516,1242558,2354
85936,58407012516,1242558,2670
85937,58407012516,1242558,8896
85938,58407023916,1115764,
85939,58407037001,1046749,
85940,58407037216,208145,
85941,58407037816,545945,
85942,58407040701,999394,
85943,58407051030,828696,39993
85944,58407051060,828696,39993
85945,58407052701,1048124,8896
85946,58407052701,1048124,1223
85947,58407052701,1048124,153970
85948,58407052701,1048124,9601
85949,58407052701,1048124,2400
85950,58407053401,1100907,161
85951,58407053401,1100907,1886
85952,58407053401,1100907,19860
85953,58407061701,700539,
85954,58407062530,1236716,2354
85955,58407062530,1236716,8896
85956,58407072116,755184,
85957,58407075516,995132,2400
85958,58407075516,995132,2670
85959,58407080416,857730,
85960,58407081016,1251031,3289
85961,58407081016,1251031,5032
85962,58407081016,1251031,8163
85963,58407092016,995132,2400
85964,58407092016,995132,2670
85965,58407312360,2048756,
85966,58417010010,,
85967,58437000218,197507,2541
85968,58437000313,197508,2541
85969,58441112103,431316,
85970,58463000230,828246,723
85971,58463001008,755976,3264
85972,58463001101,212306,2231
85973,58463001201,212339,2231
85974,58463001350,637175,2231
85975,58468002001,857218,
85976,58468002101,857226,214824
85977,58468003002,2166579,4952
85978,58468004001,1804758,338817
85979,58468004101,1804762,338817
85980,58468007001,404492,392509
85981,58468008001,107050,1011
85982,58468009001,1245423,284637
85983,58468009003,1245424,284637
85984,58468010001,544915,44151
85985,58468012001,540687,
85986,58468012101,261247,
85987,58468012201,284411,11516
85988,58468012301,1790220,11516
85989,58468012401,858264,
85990,58468013001,749210,214824
85991,58468013101,861373,214824
85992,58468013102,861373,214824
85993,58468013201,861377,214824
85994,58468013202,861377,214824
85995,58468014001,828703,733003
85996,58468015001,630679,
85997,58468016001,993072,629565
85998,58468018002,208083,69634
85999,58468018102,213395,69634
86000,58468019102,1367848,1367839
86001,58468020001,1594663,117055
86002,58468021002,1310531,1310520
86003,58468021004,1310531,1310520
86004,58468021101,1310535,1310520
86005,58468021104,1310535,1310520
86006,58468022001,1547231,1547220
86007,58468035703,828267,117055
86008,58468184904,2166579,4952
86009,58468198301,1726260,
86010,58468466301,1726268,84959
86011,58468470901,857210,
86012,58468782003,1114074,1098413
86013,58468784003,1114096,1098413
86014,58487000101,1665362,1191
86015,58487001471,198641,4511
86016,58487001631,198640,4511
86017,58487002371,199362,2418
86018,58487002373,199362,2418
86019,58487002843,,
86020,58487003122,,
86021,58487003131,855036,
86022,58487003691,,
86023,58487003702,857466,2418
86024,58487003711,,
86025,58517000130,617311,83367
86026,58517002030,198051,7646
86027,58517004090,861007,6809
86028,58517006030,310431,25480
86029,58517008030,828348,21949
86030,58517012030,308135,17767
86031,58517014020,198335,10180
86032,58517014020,198335,10829
86033,58517016030,1738495,32937
86034,58517022020,199885,82122
86035,58517024030,979492,52175
86036,58517026030,152695,41493
86037,58517030030,849431,7258
86038,58517034030,866083,1827
86039,58517036030,855332,11289
86040,58517038030,313413,57258
86041,58517040030,313988,4603
86042,58517042030,314200,40790
86043,58521003101,541879,3288
86044,58521003101,541879,725
86045,58521003201,541894,3288
86046,58521003201,541894,725
86047,58521015001,577960,3288
86048,58521015001,577960,725
86049,58521017212,308977,2002
86050,58521017312,313931,2002
86051,58521025001,347165,
86052,58521045101,884540,
86053,58521045201,884530,
86054,58526000541,1087623,10454
86055,58526000541,1087623,11248
86056,58526000541,1087623,1151
86057,58526000541,1087623,1588
86058,58526000541,1087623,4511
86059,58526000541,1087623,62400
86060,58526000541,1087623,684879
86061,58526000541,1087623,7393
86062,58526000541,1087623,9346
86063,58526000542,801663,2418
86064,58526000549,644794,11248
86065,58526000549,644794,42954
86066,58526000549,644794,4511
86067,58552010301,1304971,1399
86068,58552010301,1304971,2286
86069,58552010301,1304971,39937
86070,58552010301,1304971,6750
86071,58552010401,1304971,1399
86072,58552010401,1304971,2286
86073,58552010401,1304971,39937
86074,58552010401,1304971,6750
86075,58552010702,1095503,3289
86076,58552010702,1095503,5032
86077,58552010702,1095503,8163
86078,58552010808,1251031,3289
86079,58552010808,1251031,5032
86080,58552010808,1251031,8163
86081,58552010908,1076200,
86082,58552011016,860592,
86083,58552011716,1249050,
86084,58552011802,1249040,
86085,58552012102,1487369,5032
86086,58552012102,1487369,8163
86087,58552012102,1487369,3289
86088,58552012208,880359,5032
86089,58552012208,880359,8163
86090,58552012208,880359,3289
86091,58552030301,259204,
86092,58552030401,542086,
86093,58552030501,1111101,
86094,58552030601,1357894,3289
86095,58552030601,1357894,2400
86096,58552030601,1357894,8163
86097,58552030960,1076199,
86098,58552031160,1076195,
86099,58552031201,1251403,
86100,58552031301,1946782,5032
86101,58552031301,1946782,8163
86102,58552031630,2373310,
86103,58552031701,2167784,3289
86104,58552031701,2167784,5032
86105,58552031701,2167784,8163
86106,58597007701,313241,
86107,58597007706,313241,
86108,58597007707,313241,
86109,58597801006,309361,
86110,58597801108,2059455,
86111,58597801406,359547,
86112,58597801407,359547,
86113,58597801408,359547,
86114,58597802102,241602,
86115,58597803301,,
86116,58597804802,616155,
86117,58597804804,616155,
86118,58597804806,616155,
86119,58597805106,1948211,
86120,58597805601,359774,
86121,58597807104,2059420,
86122,58597807507,241587,
86123,58597807508,241587,
86124,58597807801,2124492,
86125,58597807908,2059428,
86126,58597808206,241578,
86127,58597808504,1948048,
86128,58597808804,485827,
86129,58597808907,1948022,
86130,58597809107,240352,
86131,58597827603,1143865,
86132,58597827604,1143865,
86133,58597830202,2004336,
86134,58597830203,2004336,
86135,58597833308,2059465,
86136,58597840406,1947686,
86137,58597840701,2059405,
86138,58597840704,2059405,
86139,58597847103,1342274,
86140,58597847107,1342274,
86141,58597847108,1342274,
86142,58597847109,1342274,
86143,58602071121,997420,87636
86144,58604021430,1666391,1665509
86145,58605015001,1243500,
86146,58605015101,1356838,3289
86147,58605015101,1356838,8896
86148,58605015101,1356838,1767
86149,58605015201,1356843,
86150,58605015301,1148155,3289
86151,58605015301,1148155,1767
86152,58605015301,1148155,8163
86153,58605020516,1085618,
86154,58605027401,1356865,
86155,58605027701,1304535,
86156,58605040101,1248050,
86157,58605040201,,
86158,58605040301,,
86159,58605040401,995478,
86160,58605040501,996727,2670
86161,58605040501,996727,5032
86162,58605040601,1298443,5032
86163,58605040601,1298443,8896
86164,58605040701,1307253,3289
86165,58605040701,1307253,5032
86166,58605040701,1307253,8896
86167,58605040801,1299235,
86168,58605040901,2167783,3289
86169,58605040901,2167783,5032
86170,58605040901,2167783,8896
86171,58605041001,1089072,
86172,58605041101,996724,
86173,58605041201,1089063,
86174,58605041301,996720,
86175,58605041801,1089057,2670
86176,58605041801,1089057,5032
86177,58605041801,1089057,8896
86178,58605042201,1304115,
86179,58605042301,1305214,3289
86180,58605042301,1305214,5032
86181,58605042301,1305214,8163
86182,58605042601,995455,
86183,58605043001,1359141,
86184,58605043101,1359148,
86185,58605043201,1359154,3289
86186,58605043201,1359154,161
86187,58605043201,1359154,5032
86188,58605043201,1359154,8896
86189,58605043501,1484879,3289
86190,58605043501,1484879,161
86191,58605043501,1484879,5032
86192,58605043501,1484879,8163
86193,58605043601,995213,
86194,58605043701,995216,
86195,58605043801,994014,
86196,58605044001,1356868,
86197,58605044101,1356812,3289
86198,58605044101,1356812,8896
86199,58605044101,1356812,1767
86200,58605050501,206149,
86201,58605051401,352267,
86202,58605051501,656374,
86203,58605052001,284602,
86204,58605052101,213410,
86205,58605052401,351589,
86206,58605052601,284603,
86207,58605053401,859174,
86208,58605061401,636677,
86209,58605061501,545564,
86210,58605062001,542732,
86211,58605062101,546975,
86212,58605062601,1358710,
86213,58605063001,578366,
86214,58605071301,1300437,20217
86215,58605071301,1300437,5032
86216,58605072101,1300438,20217
86217,58605072101,1300438,5032
86218,58607010359,1947921,
86219,58607010390,1947922,
86220,58607018603,891522,1151
86221,58607018603,891522,4511
86222,58607018603,891522,7393
86223,58607018603,891522,11248
86224,58607018603,891522,9346
86225,58607018603,891522,684879
86226,58607018603,891522,1588
86227,58607018603,891522,62400
86228,58607018603,891522,10454
86229,58607032600,1076361,
86230,58607052057,1075353,
86231,58607081120,602877,
86232,58634002401,759719,5492
86233,58634002501,1291380,
86234,58634002801,759717,5492
86235,58657011060,1665713,
86236,58657011160,2004179,
86237,58657011290,836270,11248
86238,58657011290,836270,1151
86239,58657011290,836270,262150
86240,58657011290,836270,4511
86241,58657011290,836270,82003
86242,58657012130,1998965,
86243,58657012230,1923302,
86244,58657013390,1665933,
86245,58657013601,1654882,
86246,58657015001,310410,4511
86247,58657015010,310410,4511
86248,58657016012,198215,9873
86249,58657016110,313036,9873
86250,58657016112,313036,9873
86251,58657016212,315213,9873
86252,58657016301,1235389,1151
86253,58657016301,1235389,9873
86254,58657016301,1235389,11248
86255,58657016301,1235389,4511
86256,58657016301,1235389,7393
86257,58657016301,1235389,9346
86258,58657016301,1235389,10454
86259,58657016301,1235389,2418
86260,58657016301,1235389,42954
86261,58657016301,1235389,11246
86262,58657016301,1235389,11256
86263,58657016390,2049707,
86264,58657016401,1364854,1151
86265,58657016401,1364854,9873
86266,58657016401,1364854,11248
86267,58657016401,1364854,4511
86268,58657016401,1364854,7393
86269,58657016401,1364854,9346
86270,58657016401,1364854,10454
86271,58657016401,1364854,2418
86272,58657016401,1364854,42954
86273,58657016401,1364854,11246
86274,58657016401,1364854,11256
86275,58657016490,311847,
86276,58657016501,1364855,1151
86277,58657016501,1364855,9873
86278,58657016501,1364855,11256
86279,58657016501,1364855,11248
86280,58657016501,1364855,4511
86281,58657016501,1364855,7393
86282,58657016501,1364855,9346
86283,58657016501,1364855,10454
86284,58657016501,1364855,2418
86285,58657016501,1364855,42954
86286,58657016501,1364855,11246
86287,58657016590,1364855,1151
86288,58657016590,1364855,9873
86289,58657016590,1364855,11256
86290,58657016590,1364855,11248
86291,58657016590,1364855,4511
86292,58657016590,1364855,7393
86293,58657016590,1364855,9346
86294,58657016590,1364855,10454
86295,58657016590,1364855,2418
86296,58657016590,1364855,42954
86297,58657016590,1364855,11246
86298,58657017001,855036,
86299,58657020290,1428677,
86300,58657020590,1371862,
86301,58657020890,1371861,
86302,58657021190,1423199,
86303,58657031016,543014,21183
86304,58657031016,543014,56466
86305,58657031116,309317,21183
86306,58657031116,309317,54993
86307,58657031116,309317,56466
86308,58657031216,309318,21183
86309,58657031216,309318,54993
86310,58657032250,315102,9873
86311,58657032350,1365980,1151
86312,58657032350,1365980,11246
86313,58657032350,1365980,9873
86314,58657032350,1365980,2418
86315,58657032450,1365984,1151
86316,58657032450,1365984,9873
86317,58657032450,1365984,11246
86318,58657032450,1365984,2418
86319,58657032550,1234482,2418
86320,58657032550,1234482,11248
86321,58657032550,1234482,1151
86322,58657032550,1234482,11246
86323,58657032550,1234482,10454
86324,58657032550,1234482,7393
86325,58657032550,1234482,9346
86326,58657032550,1234482,42954
86327,58657032550,1234482,11256
86328,58657032550,1234482,9873
86329,58657032650,1234482,2418
86330,58657032650,1234482,11248
86331,58657032650,1234482,1151
86332,58657032650,1234482,11246
86333,58657032650,1234482,10454
86334,58657032650,1234482,7393
86335,58657032650,1234482,9346
86336,58657032650,1234482,42954
86337,58657032650,1234482,11256
86338,58657032650,1234482,9873
86339,58657032750,260147,
86340,58657040101,606947,161
86341,58657040101,606947,27946
86342,58657040101,606947,22892
86343,58657040501,197670,6904
86344,58657040501,197670,214549
86345,58657040601,238006,6904
86346,58657040601,238006,214549
86347,58657041016,543014,21183
86348,58657041016,543014,56466
86349,58657041116,309317,21183
86350,58657041116,309317,54993
86351,58657041116,309317,56466
86352,58657041216,309318,21183
86353,58657041216,309318,54993
86354,58657042516,1047881,153970
86355,58657042615,1047895,153970
86356,58657045001,1094107,8120
86357,58657045101,1094104,8120
86358,58657045401,1050325,153970
86359,58657045401,1050325,6832
86360,58657045401,1050325,6878
86361,58657045401,1050325,235496
86362,58657045501,1597581,153970
86363,58657045501,1597581,235496
86364,58657045501,1597581,6832
86365,58657045501,1597581,6878
86366,58657045601,1087365,153970
86367,58657045601,1087365,6832
86368,58657045601,1087365,235496
86369,58657045601,1087365,6878
86370,58657045601,1087365,36122
86371,58657045790,1048336,153970
86372,58657045790,1048336,6832
86373,58657045790,1048336,36122
86374,58657045790,1048336,6878
86375,58657045790,1048336,235496
86376,58657045890,1048336,153970
86377,58657045890,1048336,6832
86378,58657045890,1048336,36122
86379,58657045890,1048336,6878
86380,58657045890,1048336,235496
86381,58657046001,992184,6832
86382,58657047008,999613,10223
86383,58657047008,999613,10169
86384,58657047508,1000895,10223
86385,58657047508,1000895,10169
86386,58657047806,706548,36345
86387,58657047906,1436940,36345
86388,58657048014,1148595,
86389,58657050004,995868,5032
86390,58657050004,995868,2670
86391,58657050016,995868,5032
86392,58657050016,995868,2670
86393,58657050508,996520,5032
86394,58657050508,996520,3289
86395,58657052016,307675,161
86396,58657060501,896758,6185
86397,58657060601,896762,6185
86398,58657060701,896766,6185
86399,58657061010,979485,52175
86400,58657061090,979485,52175
86401,58657061110,979492,52175
86402,58657061130,979492,52175
86403,58657061190,979492,52175
86404,58657061210,979480,52175
86405,58657061230,979480,52175
86406,58657061290,979480,52175
86407,58657062001,310430,25480
86408,58657062050,310430,25480
86409,58657062101,310431,25480
86410,58657062150,310431,25480
86411,58657062201,310432,25480
86412,58657062250,310432,25480
86413,58657062301,310433,25480
86414,58657062350,310433,25480
86415,58657062401,310434,25480
86416,58657062450,310434,25480
86417,58657064001,861007,6809
86418,58657064010,861007,6809
86419,58657064050,861007,6809
86420,58657064101,861010,6809
86421,58657064110,861010,6809
86422,58657064150,861010,6809
86423,58657064201,861004,6809
86424,58657064210,861004,6809
86425,58657064250,861004,6809
86426,58657064550,197446,2101
86427,58657068001,197805,5640
86428,58657068050,197805,5640
86429,58657068101,197806,5640
86430,58657068150,197806,5640
86431,58657068201,197807,5640
86432,58657068250,197807,5640
86433,58657068450,311681,6922
86434,58768010002,854803,
86435,58768010005,854803,
86436,58768010205,284380,6146
86437,58768010330,2059346,
86438,58768010705,1250065,
86439,58768025005,208589,
86440,58768025136,310466,1596450
86441,58768035805,208411,
86442,58768035810,208411,
86443,58768035815,208411,
86444,58768036505,205796,
86445,58768046705,992757,27084
86446,58768051512,207970,
86447,58768051515,207970,
86448,58768051812,1000907,8328
86449,58768073215,1006703,
86450,58768078712,313245,
86451,58768089905,208561,
86452,58768089910,208561,
86453,58768089915,208561,
86454,58790000130,1547950,2062
86455,58790021687,831228,
86456,58809011201,282739,
86457,58809021201,1077091,
86458,58809024704,1360744,
86459,58809028101,349271,
86460,58809028730,1948518,
86461,58809030301,755311,
86462,58809033315,1549399,
86463,58809035930,1648584,161
86464,58809035930,1648584,1886
86465,58809035930,1648584,19860
86466,58809040701,1299254,5032
86467,58809040701,1299254,8896
86468,58809040701,1299254,21254
86469,58809044201,857850,
86470,58809053501,,
86471,58809053601,1101952,
86472,58809055508,1429362,5032
86473,58809055508,1429362,3289
86474,58809055508,1429362,8163
86475,58809057101,1098699,
86476,58809057801,1113056,
86477,58809061501,1037153,20217
86478,58809061501,1037153,8163
86479,58809061501,1037153,5032
86480,58809062404,1303845,
86481,58809070701,726004,
86482,58809072530,1947704,
86483,58809072904,1360733,8163
86484,58809072904,1360733,1360721
86485,58809074790,1090012,
86486,58809081701,998400,
86487,58809081801,707275,
86488,58809082016,1648584,161
86489,58809082016,1648584,1886
86490,58809082016,1648584,19860
86491,58809082960,1491668,
86492,58809083801,857377,
86493,58809087750,1438332,
86494,58809088801,1609256,
86495,58809090701,1369397,
86496,58809091201,282739,
86497,58809092901,1248046,
86498,58809099901,1369424,21254
86499,58809099901,1369424,8896
86500,58809099901,1369424,22697
86501,58826070304,241509,508
86502,58864000415,993781,161
86503,58864000415,993781,2670
86504,58864000420,993781,161
86505,58864000420,993781,2670
86506,58864000430,993781,161
86507,58864000430,993781,2670
86508,58864000630,314077,29046
86509,58864001528,861007,6809
86510,58864001601,866514,6918
86511,58864001628,866514,6918
86512,58864001630,866514,6918
86513,58864001660,866514,6918
86514,58864002215,856834,704
86515,58864002330,856845,704
86516,58864002430,856783,704
86517,58864002501,856377,10737
86518,58864002630,202098,
86519,58864002714,310490,4821
86520,58864002790,310490,4821
86521,58864002930,308191,723
86522,58864003030,855304,11289
86523,58864003414,211816,82122
86524,58864003530,855312,11289
86525,58864005506,885213,1424
86526,58864005630,885209,1424
86527,58864006501,197381,1202
86528,58864006530,197381,1202
86529,58864007320,309114,2231
86530,58864010315,310385,4493
86531,58864012845,828348,21949
86532,58864013390,905225,5470
86533,58864015130,200998,
86534,58864015330,991061,3361
86535,58864015920,995666,6676
86536,58864015930,995666,6676
86537,58864015960,995666,6676
86538,58864016630,1190572,1223
86539,58864016630,1190572,3500
86540,58864019014,199026,
86541,58864019540,197650,4053
86542,58864021730,310410,4511
86543,58864022001,310429,4603
86544,58864022030,310429,4603
86545,58864022130,313988,4603
86546,58864022215,310671,5093
86547,58864022330,855334,11289
86548,58864022493,310537,4815
86549,58864023990,310818,5487
86550,58864023990,310818,10763
86551,58864025001,310798,5487
86552,58864025090,310798,5487
86553,58864025117,197770,5487
86554,58864027110,856903,161
86555,58864027110,856903,5489
86556,58864027120,856903,161
86557,58864027120,856903,5489
86558,58864028630,197806,5640
86559,58864028760,197807,5640
86560,58864029690,197817,5781
86561,58864029890,311166,6038
86562,58864030590,311194,6058
86563,58864036020,198012,7258
86564,58864036090,198012,7258
86565,58864036140,312513,
86566,58864036330,856457,8787
86567,58864037114,1648759,7454
86568,58864037230,207349,32937
86569,58864037940,834061,7984
86570,58864039710,1094107,8120
86571,58864039806,1094104,8120
86572,58864040020,198014,7258
86573,58864040030,198014,7258
86574,58864040890,312529,8591
86575,58864041590,312593,8629
86576,58864042228,150840,4099
86577,58864042430,312615,8640
86578,58864047806,198335,10180
