,control,samp_size,OR,p_value,ci95_lower,ci95_upper
1035,t2dControlEmergeIgnoreLab,10000,1.546028880866426,1.124970365442139e-26,1.4264724362010985,1.6756056687912961
1036,t2dControlEmergeIgnoreLab,10000,1.694980694980695,9.56679774380597e-38,1.5621119884957109,1.8391508275433297
1037,t2dControlEmergeIgnoreLab,10000,1.6526610644257702,5.721139715003082e-35,1.5244089845078521,1.7917032906695332
1038,t2dControlEmergeIgnoreLab,10000,1.5981042654028437,8.074833511191169e-30,1.4726129290852836,1.734289569686957
1039,t2dControlEmergeIgnoreLab,10000,1.6382775119617226,5.167422302570053e-33,1.5096293384247543,1.7778888750268345
1040,t2dControlEmergeIgnoreLab,10000,1.549686660698299,3.223443754697707e-27,1.430303605703764,1.6790342531260016
1041,t2dControlEmergeIgnoreLab,10000,1.6009132420091323,5.465532581687449e-31,1.4772044035088099,1.7349821069802305
1042,t2dControlEmergeIgnoreLab,10000,1.6244302643573383,4.3284533719617354e-33,1.499296796805243,1.7600075511285342
1043,t2dControlEmergeIgnoreLab,10000,1.5821854912764004,2.7663518289003034e-29,1.4594033127178871,1.7152975513969162
1044,t2dControlEmergeIgnoreLab,10000,1.6737451737451738,7.664377807168321e-36,1.542279170492747,1.8164175204027604
1045,t2dControlEmergeIgnoreLab,10000,1.6577693040991421,9.143932203599936e-35,1.5280476996020906,1.7985034540014697
1046,t2dControlEmergeIgnoreLab,10000,1.569561157796452,6.607223364881946e-28,1.4467330753939316,1.7028173821162875
1047,t2dControlEmergeIgnoreLab,10000,1.6220183486238533,9.275537940084339e-33,1.496701894424709,1.7578273489683218
1048,t2dControlEmergeIgnoreLab,10000,1.7115009746588694,6.570196582561434e-39,1.5769886058263949,1.8574868426035613
1049,t2dControlEmergeIgnoreLab,10000,1.620817843866171,2.7512747676777484e-32,1.4948918233255684,1.7573515635069803
1050,t2dControlEmergeIgnoreLab,10000,1.6541705716963448,5.846953555055285e-35,1.5256164449474703,1.793557148212591
1051,t2dControlEmergeIgnoreLab,10000,1.6937022900763359,5.713907193233373e-38,1.5615652966098323,1.837020490681779
1052,t2dControlEmergeIgnoreLab,10000,1.7827827827827827,1.6369803816409706e-44,1.6419628954108898,1.9356798253296505
1053,t2dControlEmergeIgnoreLab,10000,1.6320224719101124,5.1574446869421875e-33,1.5049656159312361,1.7698061142556265
1054,t2dControlEmergeIgnoreLab,10000,1.6592178770949721,1.376719766408404e-35,1.5306905617701112,1.7985372304693161
1055,t2dControlEmergeIgnoreLab,10000,1.5315068493150685,2.8803704940281527e-25,1.4122923824748441,1.6607844512966823
1056,t2dControlEmergeIgnoreLab,10000,1.5247349823321554,1.872133159626852e-25,1.407618254404903,1.6515960624070598
1057,t2dControlEmergeIgnoreLab,10000,1.711194731890875,4.68302664890363e-40,1.5787080967148164,1.8547997673188856
1058,t2dControlEmergeIgnoreLab,10000,1.536388140161725,5.338012624480949e-26,1.4176797911195853,1.6650364433603533
1059,t2dControlEmergeIgnoreLab,10000,1.6458923512747876,4.62225705854809e-34,1.5174698373660467,1.7851831814245096
1060,t2dControlEmergeIgnoreLab,10000,1.660680529300567,2.987565579305753e-35,1.5312374086531788,1.8010661213036352
1061,t2dControlEmergeIgnoreLab,10000,1.6377880184331797,5.326818384856568e-34,1.511204007694061,1.7749751718937392
1062,t2dControlEmergeIgnoreLab,10000,1.5349264705882353,1.8453593237831289e-25,1.4151652160078323,1.6648227666015591
1063,t2dControlEmergeIgnoreLab,10000,1.7049808429118773,7.040827785394158e-39,1.5718868894102687,1.849344055402816
1064,t2dControlEmergeIgnoreLab,10000,1.5632393084622385,5.909609601720081e-28,1.4421562118168934,1.6944885134480654
1065,t2dControlEmergeIgnoreLab,10000,1.6056724611161939,2.1372538469634355e-31,1.481559737597105,1.7401823139230332
1066,t2dControlEmergeIgnoreLab,10000,1.6799620132953466,7.561983635097946e-37,1.5489929889431076,1.8220046096148
1067,t2dControlEmergeIgnoreLab,10000,1.6125703564727956,2.323076980735294e-31,1.486684244137077,1.7491159705429924
1068,t2dControlEmergeIgnoreLab,10000,1.4978279756733275,1.2733280615176652e-23,1.3832413234489735,1.6219068984403548
1069,t2dControlEmergeIgnoreLab,10000,1.5767857142857142,1.5399265766770546e-29,1.4557989514934424,1.7078272973235544
1070,t2dControlEmergeIgnoreLab,10000,1.6033519553072626,9.586034846317386e-31,1.4784653165990376,1.73878782527085
1071,t2dControlEmergeIgnoreLab,10000,1.6338028169014085,3.6124535467247756e-33,1.5064779433401598,1.771888965461116
1072,t2dControlEmergeIgnoreLab,10000,1.6903648269410665,2.771787001788245e-38,1.5595514909325656,1.8321506309810311
1073,t2dControlEmergeIgnoreLab,10000,1.6855059252506837,1.2222409281324013e-38,1.5564281345316218,1.8252884029946455
1074,t2dControlEmergeIgnoreLab,10000,1.6466302367941712,3.621797672686872e-35,1.5201112243137263,1.783679439607404
1075,t2dControlEmergeIgnoreLab,10000,1.6184560780834072,2.4146187466157067e-33,1.4951219150199528,1.7519642046382313
1076,t2dControlEmergeIgnoreLab,10000,1.6885714285714286,1.6170108242750708e-37,1.5568782493192581,1.8314042672472737
1077,t2dControlEmergeIgnoreLab,10000,1.6990291262135921,6.828081369864406e-38,1.5655642995846686,1.8438718693878893
1078,t2dControlEmergeIgnoreLab,10000,1.6308411214953271,5.657097596989565e-33,1.503962077556693,1.7684240867834544
1079,t2dControlEmergeIgnoreLab,10000,1.6115173674588665,6.21489122413641e-32,1.4870744043530646,1.746374100730585
1080,t2dControlEmergeIgnoreLab,10000,1.6990384615384615,3.691474998992647e-38,1.5661193635597639,1.8432386195810027
1081,t2dControlEmergeIgnoreLab,10000,1.6789237668161434,1.5812103292971136e-38,1.551151226091854,1.817221278857556
1082,t2dControlEmergeIgnoreLab,10000,1.5965548504079783,7.687323780387571e-31,1.4735075080411244,1.7298774362879616
1083,t2dControlEmergeIgnoreLab,10000,1.5652951699463327,1.6458053160944139e-28,1.4449547894239005,1.6956578759354743
1084,t2dControlEmergeIgnoreLab,10000,1.5537340619307833,3.493188835308411e-27,1.4332192233564753,1.6843826093473262
1085,t2dControlEmergeIgnoreLab,10000,1.6586936522539097,6.849167223811984e-36,1.5308529537500282,1.7972102580380636
1086,t2dControlEmergeIgnoreLab,10000,1.6895273401297497,1.4979592535529985e-38,1.5592827112113736,1.8306511144655127
1087,t2dControlEmergeIgnoreLab,10000,1.6125461254612545,9.351570229291403e-32,1.4875517360052604,1.7480434083745422
1088,t2dControlEmergeIgnoreLab,10000,1.5658986175115208,7.648965082479891e-28,1.4439832475183876,1.6981072907449146
1089,t2dControlEmergeIgnoreLab,10000,1.5332749562171628,2.6192513619899714e-26,1.4160482343969525,1.6602062233875283
1090,t2dControlEmergeIgnoreLab,10000,1.5893358278765202,1.8157181928152523e-29,1.4651176701000854,1.7240856658287318
1091,t2dControlEmergeIgnoreLab,10000,1.5900277008310248,7.620744800728607e-30,1.4664479415530898,1.7240217110826548
1092,t2dControlEmergeIgnoreLab,10000,1.6289424860853432,5.3298153074584155e-33,1.5025867481006139,1.765923748714055
1093,t2dControlEmergeIgnoreLab,10000,1.5452054794520549,2.2593713267686445e-26,1.425103379759734,1.675429311051947
1094,t2dControlEmergeIgnoreLab,10000,1.5664845173041895,3.8050739398822044e-28,1.4451448290981992,1.6980123331202814
1095,t2dControlEmergeIgnoreLab,10000,1.6811175337186899,1.7125730376571786e-36,1.5492725051111529,1.824182739222915
1096,t2dControlEmergeIgnoreLab,10000,1.6361031518624642,7.084402109436584e-33,1.5077025480427606,1.7754387475230082
1097,t2dControlEmergeIgnoreLab,10000,1.7278048780487805,2.7924071792404976e-40,1.592155884040562,1.875010937392052
1098,t2dControlEmergeIgnoreLab,10000,1.5401662049861495,1.0397153306826465e-25,1.419829681209546,1.6707017541432498
1099,t2dControlEmergeIgnoreLab,10000,1.6230269266480966,1.8777074858486506e-32,1.4970066258962653,1.7596558085022818
1100,t2dControlEmergeIgnoreLab,10000,1.546112115732369,1.0431051949610103e-26,1.4264588452360705,1.675802062146992
1101,t2dControlEmergeIgnoreLab,10000,1.7090203685741998,8.707108872840854e-39,1.5749495277089056,1.8545042674798182
1102,t2dControlEmergeIgnoreLab,10000,1.7123420796890185,4.833736726714814e-39,1.5779407346380048,1.8581910800004617
1103,t2dControlEmergeIgnoreLab,10000,1.5926605504587157,3.6128811535834474e-30,1.469246869219193,1.7264407242436246
1104,t2dControlEmergeIgnoreLab,10000,1.7004830917874396,3.5291700194055167e-38,1.5671963915617635,1.8451055407123234
1105,t2dControlEmergeIgnoreLab,10000,1.6363636363636365,8.002397219069756e-33,1.5078415614493392,1.775840392567122
1106,t2dControlEmergeIgnoreLab,10000,1.6565752128666036,6.962097623850674e-35,1.5273492957815467,1.7967346719335746
1107,t2dControlEmergeIgnoreLab,10000,1.5848341232227487,9.914459864525966e-29,1.4602146156657758,1.720089068541493
1108,t2dControlEmergeIgnoreLab,10000,1.5321691176470589,3.296420365936912e-25,1.4125870166404524,1.6618744030753725
1109,t2dControlEmergeIgnoreLab,10000,1.5116279069767442,3.587449002105932e-24,1.394735991271313,1.6383164580617697
1110,t2dControlEmergeIgnoreLab,10000,1.6156716417910448,1.0390394471438882e-31,1.4898824420261454,1.7520810907320947
1111,t2dControlEmergeIgnoreLab,10000,1.5379746835443038,5.0211520100113493e-26,1.4188465256222975,1.667104993040572
1112,t2dControlEmergeIgnoreLab,10000,1.5035149384885764,6.96646149557875e-24,1.3880140829852703,1.6286269699774312
1113,t2dControlEmergeIgnoreLab,10000,1.5674157303370786,1.3134621466649831e-27,1.4445816533011548,1.7006944994032434
1114,t2dControlEmergeIgnoreLab,10000,1.6132958801498127,2.044698469327044e-31,1.487462393227981,1.7497743867393614
1115,t2dControlEmergeIgnoreLab,10000,1.7378167641325537,2.6419604593496624e-41,1.6015606067531591,1.885665202406919
1116,t2dControlEmergeIgnoreLab,10000,1.6474953617810761,1.2632236277319756e-34,1.5199325663260461,1.7857640708699178
1117,t2dControlEmergeIgnoreLab,10000,1.6036363636363635,2.3518890964232253e-31,1.4799898482211467,1.7376129909727562
1118,t2dControlEmergeIgnoreLab,10000,1.6516544117647058,2.762986008205004e-35,1.5243195206063291,1.7896262948969628
1119,t2dControlEmergeIgnoreLab,10000,1.6413857677902621,7.107055202857117e-34,1.5137174113794611,1.7798217939828194
1120,t2dControlEmergeIgnoreLab,10000,1.5731046931407942,6.003433814996879e-29,1.4518030354883389,1.704541397896445
1121,t2dControlEmergeIgnoreLab,10000,1.5845454545454545,1.0261292722588998e-29,1.462132092636844,1.71720756979806
1122,t2dControlEmergeIgnoreLab,10000,1.658699808795411,7.919849538644597e-35,1.5287591675124512,1.799685074121087
1123,t2dControlEmergeIgnoreLab,10000,1.6987366375121478,8.163123388416822e-38,1.5652361006016406,1.8436235674074215
1124,t2dControlEmergeIgnoreLab,10000,1.6411709159584513,1.3910518538809891e-33,1.5130577650653378,1.780131623244135
1125,t2dControlEmergeIgnoreLab,10000,1.7243401759530792,6.461936040296692e-40,1.5888084591972411,1.8714332902710058
1126,t2dControlEmergeIgnoreLab,10000,1.670380687093779,1.0580096003668709e-36,1.541278915720568,1.810296378778043
1127,t2dControlEmergeIgnoreLab,10000,1.644283121597096,5.469147472634067e-35,1.5181096555005742,1.780943144767495
1128,t2dControlEmergeIgnoreLab,10000,1.6076642335766422,1.288656564050839e-31,1.4835665511885539,1.742142464624144
1129,t2dControlEmergeIgnoreLab,10000,1.7456479690522244,2.94009162510438e-42,1.609323096253596,1.8935208467150244
1130,t2dControlEmergeIgnoreLab,10000,1.5827937095282145,3.6925606525042917e-29,1.4595877689917847,1.7163996438888924
1131,t2dControlEmergeIgnoreLab,10000,1.579870729455217,6.075844146385363e-29,1.456951322739561,1.713160544784741
1132,t2dControlEmergeIgnoreLab,10000,1.5731593662628145,3.1508177020057293e-28,1.4501935959731678,1.7065517311153657
1133,t2dControlEmergeIgnoreLab,10000,1.6676300578034682,2.6592582238924585e-35,1.5366754184267764,1.8097445799821086
1134,t2dControlEmergeIgnoreLab,10000,1.6773283160865475,6.4228130907342255e-37,1.5470550570188983,1.8185715286481685
1135,t2dControlEmergeIgnoreLab,10000,1.6382380506091847,1.3225093804355635e-33,1.510724635850283,1.7765142943824708
1136,t2dControlEmergeIgnoreLab,10000,1.650853889943074,2.315925207958813e-34,1.5218476189262022,1.79079595883794
1137,t2dControlEmergeIgnoreLab,10000,1.624203821656051,3.8095188158086306e-33,1.4991813014641275,1.759652452779237
1138,t2dControlEmergeIgnoreLab,10000,1.7732793522267207,3.4282054487217725e-43,1.6324333571139371,1.9262775091737747
1139,t2dControlEmergeIgnoreLab,10000,1.6937022900763359,5.713907193233373e-38,1.5615652966098323,1.837020490681779
1140,t2dControlEmergeIgnoreLab,10000,1.7340425531914894,3.3359342981594155e-41,1.5984840597951755,1.8810970042855195
1141,t2dControlEmergeIgnoreLab,10000,1.7018043684710351,7.25733095581421e-39,1.5694022429067254,1.8453765576268681
1142,t2dControlEmergeIgnoreLab,10000,1.6621751684311838,6.898236276567258e-35,1.5316341103184938,1.8038422309455655
1143,t2dControlEmergeIgnoreLab,10000,1.6423076923076922,3.246774191585347e-33,1.5131310990952456,1.7825121417607208
1144,t2dControlEmergeIgnoreLab,10000,1.6630963972736124,1.1610040589098792e-34,1.531848209778293,1.805589880883032
1145,t2dControlEmergeIgnoreLab,10000,1.7516778523489933,3.4575857150967776e-43,1.615456259259119,1.8993861832057293
1146,t2dControlEmergeIgnoreLab,10000,1.7149666348903718,6.942027215529877e-40,1.5814861056533889,1.8597131826030764
1147,t2dControlEmergeIgnoreLab,10000,1.6466302367941712,3.621797672686872e-35,1.5201112243137263,1.783679439607404
1148,t2dControlEmergeIgnoreLab,10000,1.6504297994269341,3.988422658081064e-34,1.5210861137495566,1.7907720662322175
1149,t2dControlEmergeIgnoreLab,10000,1.5864939870490287,1.6176276923712127e-29,1.463047292503759,1.7203566718854106
1150,t2dControlEmergeIgnoreLab,10000,1.6619183285849952,2.893999265276846e-35,1.5321336403829642,1.8026968784500939
1151,t2dControlEmergeIgnoreLab,10000,1.6532479414455628,1.444508504237278e-35,1.526056586469677,1.7910402406616786
1152,t2dControlEmergeIgnoreLab,10000,1.737247353224254,1.0572135879820989e-41,1.6017547211831626,1.884201323942631
1153,t2dControlEmergeIgnoreLab,10000,1.6315298507462686,4.012237062057667e-33,1.5047062552468398,1.7690427248469618
1154,t2dControlEmergeIgnoreLab,10000,1.6591549295774648,2.1674445714588985e-35,1.530172806535564,1.7990092809019118
1155,t2dControlEmergeIgnoreLab,10000,1.6960227272727273,2.183331974104093e-38,1.56415896449858,1.8390030404280076
1156,t2dControlEmergeIgnoreLab,10000,1.7059961315280465,1.3047153265048518e-38,1.5722904073135742,1.8510720330358235
1157,t2dControlEmergeIgnoreLab,10000,1.6022099447513811,6.976567177137128e-31,1.4779839854274428,1.736877214077398
1158,t2dControlEmergeIgnoreLab,10000,1.6405109489051095,1.5435092653229835e-34,1.5142898490212056,1.7772529976458005
1159,t2dControlEmergeIgnoreLab,10000,1.5985060690943045,2.9899633251622276e-30,1.4737875957928674,1.7337787753306966
1160,t2dControlEmergeIgnoreLab,10000,1.5269406392694065,6.231472941776842e-25,1.4080221166270046,1.6559027648214897
1161,t2dControlEmergeIgnoreLab,10000,1.6298394711992445,1.2493326989303767e-32,1.5024689176340351,1.7680077575661741
1162,t2dControlEmergeIgnoreLab,10000,1.6236263736263736,6.580928168706969e-33,1.4983029634688456,1.759432281327084
